Track,Artist,SpotifyID,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness
Fall Down,will.i.am Featuring Miley Cyrus,4mWJSCa5i4HKPP71NbEqhF,0.619,0.621,0,0,0.0357,0.00994,0.00332,0.121,0.338,127.042,307493,-5.465
Accidental Racist,Brad Paisley Featuring LL Cool J,23q6Nowh5GeqtY5jTDzKyQ,0.608,0.602,7,1,0.0393,0.507,0,0.129,0.393,139.954,351173,-6.346
Poetic Justice,Kendrick Lamar Featuring Drake,2P3SLxeQHPqh8qKB6gtJY2,0.779,0.572,6,0,0.378,0.157,0,0.246,0.647,135.956,300160,-9.985
Girl On Fire,Alicia Keys Featuring Nicki Minaj,4esOae7i4rqTbAu9o5Pxco,0.482,0.706,9,1,0.0609,0.135,0.00106,0.105,0.144,92.494,224920,-5.762
Dope,Tyga Featuring Rick Ross,55DuTmvSGwNQR4cBgqYuYL,0.584,0.531,0,1,0.375,0.0115,0,0.126,0.346,94.907,223080,-6.907
Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,190jyVPHYjAqEaOGmMzdyk,0.601,0.843,0,1,0.0593,0.000704,0.0000527,0.0681,0.534,128.002,227987,-4.87
Who Booty,Jonn Hart Featuring IamSU!,3zl4HPDF1fCoTZnPjHgSsb,0.686,0.541,4,0,0.0356,0.0971,0,0.423,0.237,96.965,189613,-6.643
Hall Of Fame,The Script Featuring will.i.am,1X1DWw2pcNZ8zSub3uhlNz,0.421,0.873,10,1,0.0565,0.0653,0,0.123,0.63,84.803,202533,-4.343
So Many Girls,DJ Drama Featuring Wal,0TQWWlESnqFsTfPGdCS6xa,0.602,0.866,6,0,0.076,0.193,0,0.0695,0.586,145.059,209240,-3.111
Remember You,Wiz Khalifa Featuring The Weeknd,0g6mKqhGtUIEoLSmV8ozi8,0.726,0.775,2,1,0.269,0.217,0,0.212,0.777,127.943,289600,-4.174
As Your Friend,Afrojack Featuring Chris Brown,7aLemVaGw5bt4u7wPXm7Lm,0.654,0.761,6,1,0.0678,0.0467,0,0.104,0.805,128.033,240005,-4.404
Ball,T.I. Featuring Lil Wayne,4XVfNwP88Hn9kSkXVnxj2S,0.772,0.885,1,1,0.0847,0.193,0.00000948,0.0953,0.512,94.98,205360,-4.736
Somebody That I Used To Know,Gotye Featuring Kimbra,4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0,1,0.037,0.591,0.000133,0.0992,0.72,129.062,244973,-7.036
She Don't Put It Down,Joe Budden Featuring Lil Wayne & Tank,3bWYui3ElpPYeOGM8Gmws2,0.484,0.756,11,0,0.16,0.000369,0,0.115,0.39,102.825,257416,-6.948
Clique,Kanye Wes,65rRB2mspD309xE6YimZTl,0.66,0.539,9,0,0.324,0.0534,0,0.222,0.307,109.318,293613,-5.947
No Worries,Lil Wayne Featuring Detail,2DLsQuwxEdXt2yp54vw355,0.844,0.592,5,1,0.199,0.085,0,0.0817,0.819,128.033,221000,-5.486
Yolo,The Lonely Island Featuring Adam Levine & Kendrick Lamar,6XmT1eehtQjAtuZL3gMBNT,0.611,0.871,7,0,0.275,0.0284,0,0.157,0.66,160.029,184640,-3.003
Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,The Barden Bella,0phwM5a6TdLBDl0F9bk5fl,0.48,0.506,11,1,0.381,0.549,0,0.0916,0.708,177.44,224267,-5.554
Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,7EZPH9Px3gXlxD5KJDwtwc,0.871,0.743,2,1,0.277,0.00212,0,0.141,0.576,130.977,278827,-5.442
Rest Of My Life,Ludacris Featuring Usher & David Guetta,6SLUwdeias7fn6qVq6LcgP,0.531,0.88,2,1,0.0406,0.0123,0.00000329,0.176,0.266,127.993,232027,-3.875
Bad Ass,Kid Ink Featuring Meek Mill & Wale,1uxNeN5106dIHNA0iNKaNX,0.531,0.879,2,1,0.123,0.000243,0,0.0851,0.611,89.41,276013,-5.815
Celebration,Game Featuring Chris Brow,3DpqHuPTyeHWEp3lN8G0oq,0.703,0.68,3,1,0.234,0.0203,0,0.151,0.596,147.929,288640,-7.706
Diced Pineapples,Rick Ross Featuring Wale & Drake,27mF2eUbhExYWiOT0y9cuc,0.511,0.734,6,0,0.239,0.352,0,0.196,0.377,110.771,276160,-6.025
Between The Raindrops,Lifehouse Featuring Natasha Bedingfield,1nxGSNnFCpDLwm3umCOUpi,0.525,0.63,6,1,0.0317,0.00119,0,0.146,0.236,106.978,285120,-6.673
As Long As You Love Me,Justin Bieber Featuring Big Sean,0pwYLVXVknPSGUQb39cePC,0.571,0.873,0,0,0.0997,0.0807,0,0.361,0.613,139.691,229467,-3.382
Young & Gettin' It,Meek Mill Featuring Kirko Bangz,6MVdz8I7oYm86MRzZiOZa8,0.624,0.752,4,1,0.121,0.244,0,0.131,0.858,134.021,205973,-5.43
Ice,Kelly Rowland Featuring Lil Wayne,0WjQu6qf7KlVWAb6JqICYd,0.621,0.511,11,1,0.265,0.015,0,0.0963,0.317,158.896,248933,-8.523
Oath,Cher Lloyd Featuring Becky G,6D0QtayzCNVKoIZ8IX2npw,0.412,0.864,5,1,0.13,0.0272,0,0.0808,0.719,113.23,218507,-3.65
My Moment,DJ Drama Featuring 2 Chain,39qSXklPEyvZRzMwU1yZkg,0.456,0.76,1,0,0.0988,0.0337,0,0.228,0.189,148.063,198920,-3.015
Birthday Song,2 Chainz Featuring Kanye West,5qkWTBmDmZjogwIvbKtJQv,0.753,0.59,1,1,0.0485,0.0591,0,0.15,0.161,140.002,306600,-2.623
Representin',Ludacris Featuring Kelly Rowland,6L5ViZKQnnhI11uc2opNPO,0.684,0.738,9,0,0.0479,0.107,0,0.179,0.389,135.937,245093,-4.771
My Life,50 Cent Featuring Eminem & Adam Levine,2GoOioZVtOF1iMYfnzkreg,0.646,0.932,1,1,0.276,0.045,0.00000285,0.276,0.518,176.111,239907,-4.178
Finally Found You,Enrique Iglesias Featuring Sammy Adams,0F6RPDtMi519sr7sl2gOVv,0.622,0.881,6,0,0.0956,0.0109,0,0.348,0.664,127.958,220813,-4.871
Good Time,Owl City & Carly Rae Jepsen,1kPpge9JDLpcj15qgrPbYX,0.56,0.872,3,1,0.14,0.0239,0.00000752,0.371,0.681,126.053,205933,-4.269
Pop That,French Montana Featuring Rick Ros,3Jv1XgMPVjdN5xGfnRJ20s,0.734,0.892,2,1,0.125,0.0648,0,0.58,0.605,138.031,303533,-1.856
Let It Go,Wiz Khalifa Featuring Akon,5Ur3FZ0DkRPDwXdyjmx64i,0.564,0.902,2,1,0.14,0.35,0,0.307,0.444,141.099,258947,-4.142
A Thousand Years (Part 2),Christina Perri Featuring Steve Kazee,7hn8Q8WAxFdL4aZ159GI7C,0.272,0.281,10,1,0.0307,0.618,0,0.111,0.152,138.856,305893,-8.131
Titanium,David Guetta Featuring Sia,77TT8Xvx637TpzV8kKGkUw,0.604,0.787,0,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,-3.674
Just A Fool,Christina Aguilera With Blake Shelton,6nS1vMV1zs8c0Lk6mud78D,0.573,0.857,7,1,0.0432,0.0417,0,0.179,0.406,83.07,253747,-2.85
Payphone,Maroon 5 Featuring Wiz Khalifa,1LmN9SSHISbtp9LoaR5ZVJ,0.739,0.756,4,1,0.0394,0.0136,0,0.37,0.523,110.028,231387,-4.828
2 Reasons,Trey Songz Featuring T.I.,6lgzJuBX3iqevLdtgNlyAU,0.734,0.746,11,1,0.0762,0.00135,0,0.178,0.539,94.033,197627,-5.088
Put It Down,Brandy Featuring Chris Brown,6XDSSxwOntlKPkE6wVzucb,0.761,0.413,0,1,0.195,0.019,0,0.0829,0.595,141.056,246213,-8.104
Mercy,Kanye Wes,4qikXelSRKvoCqFcHLB2H2,0.563,0.496,6,0,0.405,0.0679,0.0000561,0.173,0.424,140.001,329320,-9.381
I Can Only Imagine,David Guetta Featuring Chris Brown & Lil Wayne,3dvynJHFt37j6R8CIIEZh5,0.67,0.939,9,1,0.0427,0.0463,0.0000011,0.335,0.264,127.946,209533,-2.06
No Lie,2 Chainz Featuring Drake,6j9iyrrmqWlQZ5SD1hSTaq,0.634,0.665,6,0,0.176,0.0172,0,0.365,0.611,131.108,237827,-5.984
Amen,Meek Mill Featuring Drake,32UIpKdyGzgTPTO8e5ge5c,0.503,0.795,10,1,0.335,0.178,0,0.042,0.265,149.981,289707,-4.505
Just What I Am,Kid Cudi Featuring King Chip,4LoMziEaxdkrSMXtavIJqL,0.654,0.95,1,1,0.137,0.00223,0,0.406,0.351,140.009,228027,-3.163
We Are Young,fun. Featuring Janelle Monae,7a86XRg84qjasly9f6bPSD,0.378,0.638,10,1,0.075,0.02,0.0000766,0.0849,0.735,184.086,250627,-5.576
Lemme See,Usher Featuring Rick Ross,4MevEW6tsWrpmzPKaqK0Uw,0.656,0.725,1,1,0.0596,0.0262,0,0.0712,0.403,153.873,252827,-4.067
Enough Of No Love,Keyshia Cole Featuring Lil Wayne,759b29QKmhaVSAuMp6AfWr,0.64,0.624,10,0,0.152,0.0177,0,0.296,0.464,86.802,229427,-5.831
I Don't Like,Chief Keef Featuring Lil Reese,2ikkgfIIM9kGKZCXzXnTpj,0.742,0.844,2,1,0.0479,0.000634,0,0.0659,0.416,131.986,293840,-4.622
Tonight (Best You Ever Had),John Legend Featuring Ludacris,17zF2ISrDrQdaULA8cxReK,0.693,0.813,7,0,0.066,0.0496,0,0.289,0.515,90.008,239453,-4.361
To The World,Kanye Wes,3blnw5Z6v5yiGueFGgS6uB,0.537,0.572,4,1,0.263,0.198,0,0.0962,0.452,141.983,230947,-8.168
Let's Go,Calvin Harris Featuring Ne-Yo,7rzVOCR9VjaXs7JjkoZLS8,0.693,0.414,8,1,0.0601,0.55,0,0.112,0.58,79.891,244492,-7.991
Beautiful,Carly Rae Jepsen Featuring Justin Bieber,52PiyZoav11ZSAoHPqSlzh,0.682,0.496,8,1,0.0343,0.447,0,0.142,0.423,103.942,197987,-8.492
Bag Of Money,Wale Featuring Rick Ros,1BvTqJLeB9ZeGU01gFzJbh,0.536,0.56,8,1,0.26,0.0379,0,0.114,0.279,139.91,247293,-5.668
Heart Skips A Beat,Olly Murs Featuring Chiddy Bang,52VJwrmQflskeWoV0OmEEh,0.771,0.913,9,1,0.0505,0.128,0,0.0732,0.924,110.584,202093,-2.884
Nobody's Perfect,J. Cole Featuring Missy Elliott,1ZphiL9tpWUuC4GrlpE6yd,0.724,0.534,0,1,0.0869,0.0491,0,0.101,0.84,120.044,198894,-12.702
Wild Ones,Flo Rida Featuring Sia,1NpW5kyvO4XrNJ3rnfcNy3,0.608,0.86,5,0,0.0554,0.0991,0,0.262,0.437,127.075,232947,-5.324
Both Of Us,B.o.B Featuring Taylor Swift,3r9bgSJlJz2zlevcBRYXko,0.677,0.722,7,1,0.0522,0.0213,0,0.207,0.0483,125.091,216120,-7.088
My Homies Still,Lil Wayne Featuring Big Sean,1cji6jI9LQ5zaStXrydl7F,0.749,0.643,1,1,0.257,0.00124,0,0.111,0.472,74.996,246560,-5.537
We Run The Night,Havana Brown Featuring Pitbull,0mtPNQl5vePVwiI9Vykp7L,0.697,0.861,9,0,0.144,0.00482,0.00000183,0.41,0.703,127.023,228200,-4.389
The Fighter,Gym Class Heroes Featuring Ryan Tedder,77ZdAoTHYoF6Umo76HFD4m,0.592,0.926,7,1,0.126,0.0775,0,0.187,0.432,99.018,228533,-3.469
Throw That,Slaughterhouse Featuring Eminem,645aNrBOT7qX6jKEOCQq8Q,0.832,0.683,1,1,0.0606,0.00307,0.0314,0.0643,0.399,149.974,237573,-4.855
I Wish You Would,DJ Khaled Featuring Kanye West & Rick Ross,0n0HybfiBU3YDQNVtWugtm,0.705,0.873,5,1,0.0504,0.0497,0,0.342,0.619,141.973,237347,-1.311
Take It To The Head,DJ Khaled Featuring Chris Brow,6yOGrvkrcv5SbgzMkox2p8,0.709,0.849,11,0,0.0725,0.00192,0,0.336,0.649,142.014,264760,-2.348
Yuck!,2 Chainz Featuring Lil Wayne,0332p5aiaQ6vyomilcGSy4,0.638,0.885,11,0,0.259,0.666,0.0000989,0.155,0.436,149.929,287573,-4.353
Beez In The Trap,Nicki Minaj Featuring 2 Chainz,4It00tEYLwpjQtAhqnjCPC,0.814,0.782,9,1,0.218,0.0227,0.00167,0.0956,0.683,150.011,268493,-6.005
New Day,50 Cent Featuring Dr. Dre & Alicia Keys,2swCZgyEIdacDpUNcSQMQI,0.466,0.828,2,0,0.24,0.0642,0,0.04,0.74,194.186,264840,-4.289
Dance Again,Jennifer Lopez Featuring Pitbull,4d2hD63oUGU3s7L66JD0BE,0.792,0.856,11,0,0.067,0.0159,0.00000288,0.0981,0.714,127.988,237267,-5.236
Crew Love,Drake Featuring The Weeknd,0V4l4GQhgnWQGtCWpvA7va,0.418,0.546,0,0,0.238,0.227,0,0.229,0.294,160.152,208813,-9.057
Leave You Alone,Young Jeezy Featuring Ne-Yo,1sJsbHwl647PwoEADq3QJK,0.621,0.419,6,0,0.233,0.062,0,0.0985,0.421,82.553,259135,-13.913
Bangarang,Skrillex Featuring Sirah,6VRhkROS2SZHGlp0pxndbJ,0.716,0.972,7,1,0.196,0.0145,0.0000322,0.317,0.576,110.026,215253,-2.302
The Motto,Drake Featuring Lil Wayne,4Kz4RdRCceaA9VgTqBhBfa,0.766,0.442,1,1,0.356,0.000107,0.0000612,0.111,0.39,201.8,181573,-8.558
Get It Started,Pitbull Featuring Shakira,5YrMJScQHZR6624DNnyp5p,0.693,0.849,1,0,0.189,0.0668,0,0.69,0.599,128.971,245920,-3.259
Right By My Side,Nicki Minaj Featuring Chris Brown,2bgW1SJqUjIkWcbxTPTIdy,0.569,0.858,1,1,0.268,0.0178,0,0.127,0.495,161.921,265333,-4.847
UP!,LoveRance Featuring IamSu & Skipper or 50 Cent,1lqKgoo11HKUoMpbouC7I4,0.881,0.416,1,1,0.158,0.322,0,0.0927,0.468,96.997,256766,-13.488
Take Care,Drake Featuring Rihanna,124NFj84ppZ5pAxTuVQYCQ,0.629,0.515,0,0,0.265,0.0267,0.0000122,0.0888,0.299,121.845,277387,-10.358
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,0IkKz2J93C94Ei4BvDop7P,0.75,0.727,5,0,0.142,0.0189,0,0.266,0.359,129.993,262173,-4.21
Birthday Cake,Rihanna Featuring Chris Brown,4EfN6bixdOOgoLYR5C4cWo,0.702,0.826,3,1,0.0529,0.32,0.000227,0.355,0.329,80.014,78200,-6.498
Ayy Ladies,Travis Porter Featuring Tyga,4P6BuLsqtg5uISdE77ypI9,0.905,0.782,10,0,0.164,0.096,0,0.0623,0.798,96.055,211293,-3.604
We Found Love,Rihanna Featuring Calvin Harris,6qn9YLKt13AGvpq9jfO8py,0.734,0.766,1,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227,-4.485
Right Here,Justin Bieber Featuring Drake,7vjtAU3Ns1AT4dRa0voHBJ,0.639,0.57,1,1,0.042,0.0233,0,0.329,0.728,92.073,204187,-4.966
Faded,Tyga Featuring Lil Wayne,2NRUU0gP1d8Yif8CpsCW8l,0.831,0.667,1,1,0.188,0.0103,0,0.35,0.339,95.073,206667,-8.438
Get Low,Waka Flocka Flame Featuring Nicki Mina,119pE59HeIqBiaXHbw7B1M,0.802,0.837,8,1,0.13,0.12,0,0.288,0.83,124.951,256120,-6.269
Turn Me On,David Guetta Featuring Nicki Minaj,6JOlNkT0QdHeZB0wPbI9IR,0.704,0.793,8,1,0.0591,0.0488,0,0.575,0.412,127.96,199680,-2.266
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,7LcfRTgAVTs5pQGEQgUEzN,0.722,0.758,11,0,0.0471,0.0111,0,0.308,0.62,128.047,201160,-4.477
Ass Back Home,Gym Class Heroes Featuring Neon Hitch,3bfqkspKABT4pPicm6wC9F,0.716,0.838,10,1,0.0513,0.134,0,0.148,0.646,130.034,222213,-4.289
Feel Like A Rock Star,Kenny Chesney & Tim McGraw,6IwjYtPMOebrz61UEayrrS,0.475,0.896,6,1,0.035,0.00318,0,0.29,0.868,169.999,208240,-4.749
Yesterday,Adam Levine & Tony Lucca,5fvETjmhp6xoCQKVAjklVE,0.629,0.226,4,1,0.0256,0.874,0,0.116,0.339,91.029,131187,-10.029
Talk That Talk,Rihanna Featuring Jay-Z,57mKcbEq7nMqtJ4gqJvWcp,0.694,0.671,2,1,0.0444,0.0371,0.0000314,0.236,0.466,83.999,209600,-4.088
The Prayer,Christina Aguilera & Chris Mann,7eEYuH17fOI941ktLbEzOD,0.193,0.401,8,1,0.038,0.88,0,0.164,0.219,184.997,188560,-6.115
Another Round,Fat Joe Featuring Chris Brown,3Rh3zDYanZFHaeXFT4Asps,0.271,0.762,6,0,0.275,0.0719,0,0.143,0.41,80.248,288895,-6.277
Safe & Sound,Taylor Swift Featuring The Civil Wars,0z9UVN8VBHJ9HdfYsOuuNf,0.472,0.3,7,1,0.028,0.883,0.0000104,0.0698,0.289,144.317,240067,-10.807
International Love,Pitbull Featuring Chris Brown,62zFEHfAYl5kdHYOivj4BC,0.669,0.855,0,0,0.0499,0.0124,0,0.335,0.648,120.045,227280,-3.035
Strip,Chris Brown Featuring Kevin K-MAC McCall,0gFkruQrXlxIOo738m76Xb,0.803,0.79,1,1,0.125,0.00863,0,0.0441,0.712,94.982,167813,-4.353
Stay Schemin,Rick Ross Featuring Drake & French Montana,0nq6sfr8z1R5KJ4XUk396e,0.541,0.734,7,0,0.166,0.0621,0,0.12,0.321,162.304,267720,-4.232
Magic,Future Featuring T.I.,3OdeZ1MhdHaRqAZLpowKWn,0.641,0.618,11,1,0.0573,0.00622,0,0.0998,0.187,144.948,210253,-7.166
Think Like A Man,Jennifer Hudson & Ne-Yo Featuring Rick Ross,0XgyAhZ70xUnFpoPVEX9yM,0.648,0.687,10,0,0.0458,0.0078,0,0.358,0.816,77.468,241173,-3.766
Can't Get Enough,J. Cole Featuring Trey Songz,5sI6pa9DyF1ORq51kiVbQJ,0.41,0.988,3,1,0.0673,0.000673,0.0000685,0.056,0.239,94.02,276400,-3.011
Mirror,Lil Wayne Featuring Bruno Mars,05pdoheuKPSotkjMgIVX6I,0.331,0.622,5,0,0.092,0.858,0,0.104,0.388,64.468,228093,-7.291
Princess Of China,Coldplay Featuring Rihanna,4HXOBjwv2RnLpGG4xWOO6N,0.425,0.69,0,1,0.0351,0.00385,0.0154,0.287,0.233,84.99,239216,-6.221
4 AM,Melanie Fiona,36xELfgZ9o5Ju7ffRo4BcW,0.768,0.222,2,1,0.898,0.759,0,0.105,0.594,114.401,30710,-12.937
I Dont Really Care,Waka Flocka Flame Featuring Trey Songz,5bK4oJXvHUqwI0ZpLtrnOl,0.506,0.716,11,1,0.0383,0.0349,0,0.681,0.562,144.98,235787,-4.652
Do It Like You,Diggy Featuring Jeremih,3hTfNt05rYtyMamwkxyHaZ,0.447,0.811,11,0,0.135,0.00404,0,0.229,0.65,150.399,233493,-5.382
Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,2woCC5hiuPTDAonxhEojP0,0.68,0.885,11,1,0.0382,0.00557,0.000704,0.377,0.879,144.998,202760,-4.36
I Do,Young Jeezy Featuring Jay-Z & Andre 3000,1dDNlG1By3xUFPEvxzza6O,0.794,0.68,9,0,0.0367,0.0564,0.00116,0.2,0.698,118.049,220024,-7.138
Mr. Wrong,Mary J. Blige Featuring Drake,2w9K8zyrxcAwRKRti0BvFa,0.693,0.676,0,0,0.15,0.193,0.00000818,0.126,0.461,143.058,241853,-5.024
Naked,Dev & Enrique Iglesias,6pbEAwYTQs2PK4JCmy2lTY,0.76,0.84,9,0,0.111,0.257,0,0.0426,0.764,125.045,236933,-3.548
Without You,David Guetta Featuring Usher,1tAutlhI9FwnKn7fVgmd5P,0.608,0.614,2,1,0.0285,0.227,0.00000406,0.157,0.402,127.884,208133,-3.727
Come Away To The Water,Maroon 5 Featuring Rozzi Crane,7A4KjSFDx0BL75up2eK0OF,0.384,0.493,4,0,0.0364,0.477,0.0218,0.139,0.286,84.387,313307,-14.332
Dance (A$$),Big Sean Featuring Nicki Minaj,3ZAMtgYJFoHwJjFkhkXqKr,0.787,0.73,11,0,0.35,0.0276,0.00157,0.0828,0.739,159.825,220293,-6.788
Lotus Flower Bomb,Wale Featuring Miguel,3MAgQuClHcAV8E9CbeBS6f,0.512,0.598,9,0,0.115,0.611,0,0.0881,0.345,70.189,213253,-4.959
Live My Life,Far*East Movement Featuring Justin Bieber,5MWx5bkuRauFJenpG1w5wt,0.683,0.804,9,0,0.0849,0.00289,0,0.0949,0.522,128.006,237107,-6.592
Roman Reloaded,Nicki Minaj Featuring Lil Wayne,0UBix9tZesweFgNw76x9Z7,0.798,0.743,10,0,0.0903,0.0307,0.0000596,0.164,0.425,128.096,245693,-6.178
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,0qOnSQQF0yzuPWsXrQ9paz,0.646,0.795,9,1,0.0976,0.0319,0,0.267,0.796,89.99,210960,-3.293
Make Me Proud,Drake Featuring Nicki Minaj,7yfg0Eer6UZZt5tZ1XdsWz,0.684,0.486,1,1,0.132,0.00268,0.000148,0.157,0.355,131.913,219893,-10.155
Mutha***** Up,Tyga Featuring Nicki Minaj,673AitlQq6SZOpamDTzlPV,0.775,0.552,9,1,0.2,0.000975,0.00000138,0.371,0.462,92.032,233667,-7.913
I Like It Like That,Hot Chelle Rae Featuring New Boyz,6eFahAdQgABBj1XOM99cBG,0.742,0.784,1,1,0.0552,0.0308,0,0.354,0.65,101.002,188200,-5.458
Ima Boss,Meek Mill Featuring T.I,7sjwaBQ6M3aVigYfBjm1sL,0.37,0.87,5,1,0.271,0.0415,0,0.604,0.331,79.092,250240,-2.09
No Church In The Wild,Jay Z Kanye West Featuring Frank Ocean,7r6PigmGzlB3YPB7wvBBbi,0.654,0.751,8,0,0.105,0.244,0.0179,0.167,0.568,92.774,272507,-7.508
Raise Your Weapon,deadmau5 Featuring Greta Svabo Bech,0yy53aoEPrDMRhgaVcloN8,0.507,0.699,1,1,0.0814,0.0166,0.00172,0.112,0.0744,139.909,502909,-7.483
Sexy And I Know It,Glee Cast Featuring Ricky Martin,2rVWttrvE2kUeFUCHyuyLR,0.711,0.827,7,1,0.194,0.183,0,0.226,0.564,130.022,197853,-4.9
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,6j236RwzFFj4wqH2tWJNBD,0.4,0.882,7,0,0.334,0.168,0,0.124,0.385,167.114,281533,-1.958
Strange Clouds,B.o.B Featuring Lil Wayne,0yQw3d0iQDjMrxaVHFv77J,0.531,0.665,8,0,0.286,0.0607,0,0.131,0.8,73.726,226293,-6.672
You The Boss,Rick Ross Featuring Nicki Minaj,24XPxbzGwOlPKf1pdf1ZtW,0.715,0.68,11,1,0.14,0.00704,0,0.139,0.473,140.991,280667,-6.57
Smooth Criminal,Glee Cast Featuring 2Cellos,1iAzKpS5HUrwit6zuezPQk,0.756,0.814,0,1,0.0437,0.632,0.00068,0.161,0.905,135.043,214680,-6.11
Round Of Applause,Waka Flocka Flame Featuring Drake,5ORf8BZMbq4xN9kiumrPcQ,0.712,0.758,9,1,0.26,0.343,0,0.141,0.903,140.02,266000,-4.835
La Isla Bonita,Glee Cast Featuring Ricky Martin,0oOJsZUvY7WXbFd02kY1Mq,0.694,0.726,1,1,0.053,0.00117,0.0000151,0.108,0.339,113.022,194587,-5.973
Snitches Ain't...,YG Featuring Tyg,4WlJWg84XpItmf5Jov9BEj,0.657,0.626,9,1,0.543,0.00221,0.00299,0.131,0.762,92.015,220493,-6.933
T.H.E (The Hardest Ever),will.i.am Featuring Mick Jagger & Jennifer Lopez,5sn8kTcYEFZ0QcnYKEi9Qc,0.589,0.694,9,1,0.0706,0.112,0.0000336,0.0274,0.452,105.993,287973,-4.847
Party,Beyonce Featuring Andre 3000,42qh86p7TLXyumxSHn65kc,0.648,0.593,10,1,0.0506,0.0188,0,0.169,0.712,160.979,245480,-6.267
You Make Me Feel...,Cobra Starship Featuring Sabi,16Of7eeW44kt0a1M0nitHM,0.668,0.857,7,0,0.0535,0.0191,0.00000671,0.0385,0.748,131.959,215693,-2.944
Let It Rain,David Nail Featuring Sarah Buxton,0DAjiINHQTnPnnY939Qyhw,0.56,0.619,4,1,0.0405,0.385,0.00000103,0.247,0.561,77.881,222253,-3.013
Kyoto,Skrillex Featuring Sirah,3FUZpoj9VV0sgc8RqbS3xQ,0.605,0.92,4,0,0.0713,0.0012,0.000596,0.483,0.219,174.974,200787,-2.298
She Will,Lil Wayne Featuring Drake,3FFcZZq3Z3EJrhUecwcMdG,0.364,0.841,8,1,0.119,0.000402,0,0.242,0.0837,100.14,305840,-4.831
Fly,Nicki Minaj Featuring Rihanna,5Fx2DfzfEm5KruaIsOC6xD,0.664,0.848,10,1,0.0386,0.0148,0.000118,0.1,0.196,119.878,212920,-4.926
That Way,Wale Featuring Jeremih & Rick Ross,7FAXe9lI8vzAJYgYv2xoSC,0.683,0.691,6,0,0.23,0.0379,0,0.0578,0.295,73.469,269267,-6.435
Play The Guitar,B.o.B Featuring Andre 3000,4QTbvU8LSI5p43PEcpP3fe,0.574,0.906,7,1,0.298,0.00836,0,0.134,0.377,134.172,204064,-4.259
Easy,Rascal Flatts Featuring Natasha Bedingfield,7jkWXm5j2er2KfsCRPwWfy,0.343,0.594,2,1,0.0344,0.128,0,0.128,0.425,120.998,218480,-4.876
Drummer Boy,Justin Bieber Featuring Busta Rhymes,0Pd4lsvSDPkcNCxbcz0UeV,0.751,0.848,8,1,0.0823,0.0248,0.000127,0.149,0.479,122.99,225333,-8.32
Bang Bang Pow Pow,T-Pain Featuring Lil Wayne,5974upRH7uHuhRkstgEhHu,0.436,0.61,9,1,0.134,0.00171,0,0.217,0.0972,141.951,219773,-5.685
Promise,Romeo Santos Featuring Usher,0jr6tT2vc4cIFPHb6wufG3,0.764,0.739,1,1,0.0574,0.403,0,0.0821,0.77,132.995,252253,-6.422
I'll Be Home For Christmas,Kelly Clarkson,6BvqxorhDx5NIZt06dTvqJ,0.206,0.157,6,0,0.0453,0.891,0,0.329,0.162,63.843,158511,-18.942
Body 2 Body,Ace Hood Featuring Chris Brown,2aDsxXzs55S9I7THzNoHdD,0.603,0.82,1,0,0.0566,0.00252,0,0.178,0.561,152.057,235307,-4.587
Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,5xpmdbQcfIOsE1hACcC3UK,0.613,0.807,11,0,0.0382,0.0671,0,0.322,0.813,133.023,222867,-2.739
I Like How It Feels,Enrique Iglesias Featuring Pitbull & The WAV.s,7HEVWZ9CMFSHpqRciDPVCA,0.709,0.669,9,1,0.0287,0.333,0.000295,0.0656,0.801,128.049,217522,-7.934
Otis,Jay Z Kanye West Featuring Otis Redding,14I61w6cyYUHiV2n28IYdP,0.755,0.631,7,0,0.302,0.552,0,0.5,0.433,94.571,178213,-4.751
Rain Over Me,Pitbull Featuring Marc Anthony,2cZrrQMjB63c0iIugYH9zS,0.61,0.906,0,1,0.0647,0.00416,0,0.758,0.294,127.917,231573,-2.117
El Verdadero Amor Perdona,Mana Featuring Prince Royce,3Z3ZUu41QYobvrKr494Vjs,0.782,0.762,6,1,0.0274,0.474,0.0000101,0.129,0.719,113.473,238144,-5.125
Lighters,Bad Meets Evil Featuring Bruno Mars,5zpDHEU12zATwLGvozxPw2,0.676,0.695,0,1,0.245,0.352,0,0.119,0.144,90.268,303813,-8.327
Run,Matt Nathanson Featuring Sugarland,19WhOIye3pbjx69TU7WYWY,0.491,0.491,11,1,0.0327,0.164,0,0.0839,0.279,138.027,280387,-7.483
